hpi_type,frequency,level,place_name,place_id,yr,period,index_nsa
traditional,quarterly,State,North Dakota,ND,1984,1,118.12
traditional,quarterly,State,North Dakota,ND,1984,2,113.56
traditional,quarterly,State,North Dakota,ND,1984,3,114.85
traditional,quarterly,State,North Dakota,ND,1984,4,108.95
traditional,quarterly,State,North Dakota,ND,1985,1,109.88
traditional,quarterly,State,North Dakota,ND,1985,2,110.08
traditional,quarterly,State,North Dakota,ND,1985,3,112.98
traditional,quarterly,State,North Dakota,ND,1985,4,108.8
traditional,quarterly,State,North Dakota,ND,1986,1,113.15
traditional,quarterly,State,North Dakota,ND,1986,2,112.42
traditional,quarterly,State,North Dakota,ND,1986,3,111.48
traditional,quarterly,State,North Dakota,ND,1986,4,109.17
traditional,quarterly,State,North Dakota,ND,1987,1,113.15
traditional,quarterly,State,North Dakota,ND,1987,2,110.41
traditional,quarterly,State,North Dakota,ND,1987,3,110.65
traditional,quarterly,State,North Dakota,ND,1987,4,110.12
traditional,quarterly,State,North Dakota,ND,1988,1,107.46
traditional,quarterly,State,North Dakota,ND,1988,2,108.73
traditional,quarterly,State,North Dakota,ND,1988,3,109.5
traditional,quarterly,State,North Dakota,ND,1988,4,104.97
traditional,quarterly,State,North Dakota,ND,1989,1,108.77
traditional,quarterly,State,North Dakota,ND,1989,2,107.84
traditional,quarterly,State,North Dakota,ND,1989,3,110.03
traditional,quarterly,State,North Dakota,ND,1989,4,111
traditional,quarterly,State,North Dakota,ND,1990,1,110.7
traditional,quarterly,State,North Dakota,ND,1990,2,110.64
traditional,quarterly,State,North Dakota,ND,1990,3,112.28
traditional,quarterly,State,North Dakota,ND,1990,4,111.02
traditional,quarterly,State,North Dakota,ND,1991,1,112.91
traditional,quarterly,State,North Dakota,ND,1991,2,114.24
traditional,quarterly,State,North Dakota,ND,1991,3,114.39
traditional,quarterly,State,North Dakota,ND,1991,4,115.34
traditional,quarterly,State,North Dakota,ND,1992,1,117.86
traditional,quarterly,State,North Dakota,ND,1992,2,117.95
traditional,quarterly,State,North Dakota,ND,1992,3,119.34
traditional,quarterly,State,North Dakota,ND,1992,4,120.44
traditional,quarterly,State,North Dakota,ND,1993,1,121.44
traditional,quarterly,State,North Dakota,ND,1993,2,123.99
traditional,quarterly,State,North Dakota,ND,1993,3,126.31
traditional,quarterly,State,North Dakota,ND,1993,4,126.93
traditional,quarterly,State,North Dakota,ND,1994,1,128.83
traditional,quarterly,State,North Dakota,ND,1994,2,132.52
traditional,quarterly,State,North Dakota,ND,1994,3,134.23
traditional,quarterly,State,North Dakota,ND,1994,4,134.4
traditional,quarterly,State,North Dakota,ND,1995,1,136.9
traditional,quarterly,State,North Dakota,ND,1995,2,138.28
traditional,quarterly,State,North Dakota,ND,1995,3,139.91
traditional,quarterly,State,North Dakota,ND,1995,4,140.67
traditional,quarterly,State,North Dakota,ND,1996,1,144.12
traditional,quarterly,State,North Dakota,ND,1996,2,142.89
traditional,quarterly,State,North Dakota,ND,1996,3,145.27
traditional,quarterly,State,North Dakota,ND,1996,4,145.11
traditional,quarterly,State,North Dakota,ND,1997,1,145.29
traditional,quarterly,State,North Dakota,ND,1997,2,146.17
traditional,quarterly,State,North Dakota,ND,1997,3,148.72
traditional,quarterly,State,North Dakota,ND,1997,4,150.83
traditional,quarterly,State,North Dakota,ND,1998,1,153.5
traditional,quarterly,State,North Dakota,ND,1998,2,154.56
traditional,quarterly,State,North Dakota,ND,1998,3,156.76
traditional,quarterly,State,North Dakota,ND,1998,4,157.12
traditional,quarterly,State,North Dakota,ND,1999,1,157.6
traditional,quarterly,State,North Dakota,ND,1999,2,158.2
traditional,quarterly,State,North Dakota,ND,1999,3,158.76
traditional,quarterly,State,North Dakota,ND,1999,4,157.07
traditional,quarterly,State,North Dakota,ND,2000,1,158.94
traditional,quarterly,State,North Dakota,ND,2000,2,160.14
traditional,quarterly,State,North Dakota,ND,2000,3,161.45
traditional,quarterly,State,North Dakota,ND,2000,4,163.24
traditional,quarterly,State,North Dakota,ND,2001,1,167.1
traditional,quarterly,State,North Dakota,ND,2001,2,168.39
traditional,quarterly,State,North Dakota,ND,2001,3,169.87
traditional,quarterly,State,North Dakota,ND,2001,4,171.17
traditional,quarterly,State,North Dakota,ND,2002,1,172.95
traditional,quarterly,State,North Dakota,ND,2002,2,174.62
traditional,quarterly,State,North Dakota,ND,2002,3,178.46
traditional,quarterly,State,North Dakota,ND,2002,4,180.44
traditional,quarterly,State,North Dakota,ND,2003,1,181.71
traditional,quarterly,State,North Dakota,ND,2003,2,184.36
traditional,quarterly,State,North Dakota,ND,2003,3,186.93
traditional,quarterly,State,North Dakota,ND,2003,4,190.49
traditional,quarterly,State,North Dakota,ND,2004,1,192.65
traditional,quarterly,State,North Dakota,ND,2004,2,196.02
traditional,quarterly,State,North Dakota,ND,2004,3,201.71
traditional,quarterly,State,North Dakota,ND,2004,4,205.96
traditional,quarterly,State,North Dakota,ND,2005,1,207.23
traditional,quarterly,State,North Dakota,ND,2005,2,213.57
traditional,quarterly,State,North Dakota,ND,2005,3,218.71
traditional,quarterly,State,North Dakota,ND,2005,4,221.13
traditional,quarterly,State,North Dakota,ND,2006,1,222.41
traditional,quarterly,State,North Dakota,ND,2006,2,228.61
traditional,quarterly,State,North Dakota,ND,2006,3,231.55
traditional,quarterly,State,North Dakota,ND,2006,4,231.6
traditional,quarterly,State,North Dakota,ND,2007,1,236.92
traditional,quarterly,State,North Dakota,ND,2007,2,239.62
traditional,quarterly,State,North Dakota,ND,2007,3,241.47
traditional,quarterly,State,North Dakota,ND,2007,4,242.06
traditional,quarterly,State,North Dakota,ND,2008,1,246.36
traditional,quarterly,State,North Dakota,ND,2008,2,247.27
traditional,quarterly,State,North Dakota,ND,2008,3,247.01
traditional,quarterly,State,North Dakota,ND,2008,4,249.3
traditional,quarterly,State,North Dakota,ND,2009,1,250.85
traditional,quarterly,State,North Dakota,ND,2009,2,250.69
traditional,quarterly,State,North Dakota,ND,2009,3,250.15
traditional,quarterly,State,North Dakota,ND,2009,4,252.69
traditional,quarterly,State,North Dakota,ND,2010,1,252.56
traditional,quarterly,State,North Dakota,ND,2010,2,252.28
traditional,quarterly,State,North Dakota,ND,2010,3,254.37
traditional,quarterly,State,North Dakota,ND,2010,4,257.15
traditional,quarterly,State,North Dakota,ND,2011,1,258.87
traditional,quarterly,State,North Dakota,ND,2011,2,262.75
traditional,quarterly,State,North Dakota,ND,2011,3,264.91
traditional,quarterly,State,North Dakota,ND,2011,4,267.31
traditional,quarterly,State,North Dakota,ND,2012,1,269.59
traditional,quarterly,State,North Dakota,ND,2012,2,277.46
traditional,quarterly,State,North Dakota,ND,2012,3,281.5
traditional,quarterly,State,North Dakota,ND,2012,4,289.2
traditional,quarterly,State,North Dakota,ND,2013,1,294.29
traditional,quarterly,State,North Dakota,ND,2013,2,301.13
traditional,quarterly,State,North Dakota,ND,2013,3,312.2
traditional,quarterly,State,North Dakota,ND,2013,4,317.99
traditional,quarterly,State,North Dakota,ND,2014,1,319.51
traditional,quarterly,State,North Dakota,ND,2014,2,324.99
traditional,quarterly,State,North Dakota,ND,2014,3,334.17
traditional,quarterly,State,North Dakota,ND,2014,4,340.63
traditional,quarterly,State,North Dakota,ND,2015,1,341.95
traditional,quarterly,State,North Dakota,ND,2015,2,345.76
traditional,quarterly,State,North Dakota,ND,2015,3,354.31
traditional,quarterly,State,North Dakota,ND,2015,4,356.99
traditional,quarterly,State,Nebraska,NE,1975,1,63.73
traditional,quarterly,State,Nebraska,NE,1975,2,62.07
traditional,quarterly,State,Nebraska,NE,1975,3,61.06
traditional,quarterly,State,Nebraska,NE,1975,4,67.95
traditional,quarterly,State,Nebraska,NE,1976,1,67.43
traditional,quarterly,State,Nebraska,NE,1976,2,69.42
traditional,quarterly,State,Nebraska,NE,1976,3,67.67
traditional,quarterly,State,Nebraska,NE,1976,4,70.33
traditional,quarterly,State,Nebraska,NE,1977,1,72.06
traditional,quarterly,State,Nebraska,NE,1977,2,75.7
traditional,quarterly,State,Nebraska,NE,1977,3,78.78
traditional,quarterly,State,Nebraska,NE,1977,4,80.62
traditional,quarterly,State,Nebraska,NE,1978,1,78.88
traditional,quarterly,State,Nebraska,NE,1978,2,85.8
traditional,quarterly,State,Nebraska,NE,1978,3,87.14
traditional,quarterly,State,Nebraska,NE,1978,4,86.6
traditional,quarterly,State,Nebraska,NE,1979,1,93.9
traditional,quarterly,State,Nebraska,NE,1979,2,93.77
traditional,quarterly,State,Nebraska,NE,1979,3,97.41
traditional,quarterly,State,Nebraska,NE,1979,4,98.36
traditional,quarterly,State,Nebraska,NE,1980,1,100
traditional,quarterly,State,Nebraska,NE,1980,2,103.26
traditional,quarterly,State,Nebraska,NE,1980,3,102.34
traditional,quarterly,State,Nebraska,NE,1980,4,104.65
traditional,quarterly,State,Nebraska,NE,1981,1,103.55
traditional,quarterly,State,Nebraska,NE,1981,2,102.98
traditional,quarterly,State,Nebraska,NE,1981,3,101.08
traditional,quarterly,State,Nebraska,NE,1981,4,100.55
traditional,quarterly,State,Nebraska,NE,1982,1,106.59
traditional,quarterly,State,Nebraska,NE,1982,2,107.2
traditional,quarterly,State,Nebraska,NE,1982,3,109.17
traditional,quarterly,State,Nebraska,NE,1982,4,109
traditional,quarterly,State,Nebraska,NE,1983,1,109.7
traditional,quarterly,State,Nebraska,NE,1983,2,109.43
traditional,quarterly,State,Nebraska,NE,1983,3,111.31
traditional,quarterly,State,Nebraska,NE,1983,4,111.86
traditional,quarterly,State,Nebraska,NE,1984,1,110.31
traditional,quarterly,State,Nebraska,NE,1984,2,112.82
traditional,quarterly,State,Nebraska,NE,1984,3,112.22
traditional,quarterly,State,Nebraska,NE,1984,4,111.86
traditional,quarterly,State,Nebraska,NE,1985,1,111.78
traditional,quarterly,State,Nebraska,NE,1985,2,113.03
traditional,quarterly,State,Nebraska,NE,1985,3,112.87
traditional,quarterly,State,Nebraska,NE,1985,4,114.23
traditional,quarterly,State,Nebraska,NE,1986,1,115.36
traditional,quarterly,State,Nebraska,NE,1986,2,115.71
traditional,quarterly,State,Nebraska,NE,1986,3,115.95
traditional,quarterly,State,Nebraska,NE,1986,4,117
traditional,quarterly,State,Nebraska,NE,1987,1,117.49
traditional,quarterly,State,Nebraska,NE,1987,2,116.88
traditional,quarterly,State,Nebraska,NE,1987,3,115.31
traditional,quarterly,State,Nebraska,NE,1987,4,116.05
traditional,quarterly,State,Nebraska,NE,1988,1,117.2
traditional,quarterly,State,Nebraska,NE,1988,2,117.78
traditional,quarterly,State,Nebraska,NE,1988,3,118.39
traditional,quarterly,State,Nebraska,NE,1988,4,118.38
traditional,quarterly,State,Nebraska,NE,1989,1,119.39
traditional,quarterly,State,Nebraska,NE,1989,2,120.4
traditional,quarterly,State,Nebraska,NE,1989,3,121.72
traditional,quarterly,State,Nebraska,NE,1989,4,122.77
traditional,quarterly,State,Nebraska,NE,1990,1,123.57
traditional,quarterly,State,Nebraska,NE,1990,2,125.66
traditional,quarterly,State,Nebraska,NE,1990,3,126.99
traditional,quarterly,State,Nebraska,NE,1990,4,126.99
traditional,quarterly,State,Nebraska,NE,1991,1,128.14
traditional,quarterly,State,Nebraska,NE,1991,2,129.4
traditional,quarterly,State,Nebraska,NE,1991,3,130.58
traditional,quarterly,State,Nebraska,NE,1991,4,131.51
traditional,quarterly,State,Nebraska,NE,1992,1,133.26
traditional,quarterly,State,Nebraska,NE,1992,2,135.14
traditional,quarterly,State,Nebraska,NE,1992,3,137.22
traditional,quarterly,State,Nebraska,NE,1992,4,138.03
traditional,quarterly,State,Nebraska,NE,1993,1,139.27
traditional,quarterly,State,Nebraska,NE,1993,2,141
traditional,quarterly,State,Nebraska,NE,1993,3,143.24
traditional,quarterly,State,Nebraska,NE,1993,4,145.43
traditional,quarterly,State,Nebraska,NE,1994,1,147.31
traditional,quarterly,State,Nebraska,NE,1994,2,152.24
traditional,quarterly,State,Nebraska,NE,1994,3,155.93
traditional,quarterly,State,Nebraska,NE,1994,4,155.83
traditional,quarterly,State,Nebraska,NE,1995,1,157.57
traditional,quarterly,State,Nebraska,NE,1995,2,160.67
traditional,quarterly,State,Nebraska,NE,1995,3,162.95
traditional,quarterly,State,Nebraska,NE,1995,4,164.06
traditional,quarterly,State,Nebraska,NE,1996,1,165.94
traditional,quarterly,State,Nebraska,NE,1996,2,169.46
traditional,quarterly,State,Nebraska,NE,1996,3,171.94
traditional,quarterly,State,Nebraska,NE,1996,4,172.93
traditional,quarterly,State,Nebraska,NE,1997,1,174.34
traditional,quarterly,State,Nebraska,NE,1997,2,177.92
traditional,quarterly,State,Nebraska,NE,1997,3,179.93
traditional,quarterly,State,Nebraska,NE,1997,4,182.39
traditional,quarterly,State,Nebraska,NE,1998,1,184.14
traditional,quarterly,State,Nebraska,NE,1998,2,185.23
traditional,quarterly,State,Nebraska,NE,1998,3,188.03
traditional,quarterly,State,Nebraska,NE,1998,4,190.27
traditional,quarterly,State,Nebraska,NE,1999,1,191.62
traditional,quarterly,State,Nebraska,NE,1999,2,195.26
traditional,quarterly,State,Nebraska,NE,1999,3,195.98
traditional,quarterly,State,Nebraska,NE,1999,4,197.27
traditional,quarterly,State,Nebraska,NE,2000,1,198.51
traditional,quarterly,State,Nebraska,NE,2000,2,201.26
traditional,quarterly,State,Nebraska,NE,2000,3,203.08
traditional,quarterly,State,Nebraska,NE,2000,4,204.62
traditional,quarterly,State,Nebraska,NE,2001,1,207.23
traditional,quarterly,State,Nebraska,NE,2001,2,209.49
traditional,quarterly,State,Nebraska,NE,2001,3,211.3
traditional,quarterly,State,Nebraska,NE,2001,4,212.97
traditional,quarterly,State,Nebraska,NE,2002,1,214.74
traditional,quarterly,State,Nebraska,NE,2002,2,216.04
traditional,quarterly,State,Nebraska,NE,2002,3,218.11
traditional,quarterly,State,Nebraska,NE,2002,4,219.54
traditional,quarterly,State,Nebraska,NE,2003,1,220.73
traditional,quarterly,State,Nebraska,NE,2003,2,221.95
traditional,quarterly,State,Nebraska,NE,2003,3,224.33
traditional,quarterly,State,Nebraska,NE,2003,4,227.94
traditional,quarterly,State,Nebraska,NE,2004,1,229.13
traditional,quarterly,State,Nebraska,NE,2004,2,232.45
traditional,quarterly,State,Nebraska,NE,2004,3,237.06
traditional,quarterly,State,Nebraska,NE,2004,4,239.01
traditional,quarterly,State,Nebraska,NE,2005,1,240.66
traditional,quarterly,State,Nebraska,NE,2005,2,244.16
traditional,quarterly,State,Nebraska,NE,2005,3,247.61
traditional,quarterly,State,Nebraska,NE,2005,4,246.63
traditional,quarterly,State,Nebraska,NE,2006,1,246.99
traditional,quarterly,State,Nebraska,NE,2006,2,249.55
traditional,quarterly,State,Nebraska,NE,2006,3,250.46
traditional,quarterly,State,Nebraska,NE,2006,4,250.7
traditional,quarterly,State,Nebraska,NE,2007,1,251.92
traditional,quarterly,State,Nebraska,NE,2007,2,253.66
traditional,quarterly,State,Nebraska,NE,2007,3,252.38
traditional,quarterly,State,Nebraska,NE,2007,4,252.18
traditional,quarterly,State,Nebraska,NE,2008,1,254.13
traditional,quarterly,State,Nebraska,NE,2008,2,252.17
traditional,quarterly,State,Nebraska,NE,2008,3,249.66
traditional,quarterly,State,Nebraska,NE,2008,4,251.19
traditional,quarterly,State,Nebraska,NE,2009,1,253.1
traditional,quarterly,State,Nebraska,NE,2009,2,251.91
traditional,quarterly,State,Nebraska,NE,2009,3,249.41
traditional,quarterly,State,Nebraska,NE,2009,4,249.15
traditional,quarterly,State,Nebraska,NE,2010,1,246.72
traditional,quarterly,State,Nebraska,NE,2010,2,248.66
traditional,quarterly,State,Nebraska,NE,2010,3,250.9
traditional,quarterly,State,Nebraska,NE,2010,4,249.49
traditional,quarterly,State,Nebraska,NE,2011,1,247.34
traditional,quarterly,State,Nebraska,NE,2011,2,246.62
traditional,quarterly,State,Nebraska,NE,2011,3,249.07
traditional,quarterly,State,Nebraska,NE,2011,4,250.54
traditional,quarterly,State,Nebraska,NE,2012,1,250.35
traditional,quarterly,State,Nebraska,NE,2012,2,250.85
traditional,quarterly,State,Nebraska,NE,2012,3,251.76
traditional,quarterly,State,Nebraska,NE,2012,4,253.16
traditional,quarterly,State,Nebraska,NE,2013,1,254.74
traditional,quarterly,State,Nebraska,NE,2013,2,257.54
traditional,quarterly,State,Nebraska,NE,2013,3,259.47
traditional,quarterly,State,Nebraska,NE,2013,4,261.49
traditional,quarterly,State,Nebraska,NE,2014,1,262.12
traditional,quarterly,State,Nebraska,NE,2014,2,266.66
traditional,quarterly,State,Nebraska,NE,2014,3,270.48
traditional,quarterly,State,Nebraska,NE,2014,4,272.35
traditional,quarterly,State,Nebraska,NE,2015,1,272.71
traditional,quarterly,State,Nebraska,NE,2015,2,279.91
traditional,quarterly,State,Nebraska,NE,2015,3,285.51
traditional,quarterly,State,Nebraska,NE,2015,4,285.2
traditional,quarterly,State,New Hampshire,NH,1975,1,54.27
traditional,quarterly,State,New Hampshire,NH,1975,2,70.97
traditional,quarterly,State,New Hampshire,NH,1975,3,61.49
traditional,quarterly,State,New Hampshire,NH,1975,4,58.74
traditional,quarterly,State,New Hampshire,NH,1976,1,65.52
traditional,quarterly,State,New Hampshire,NH,1976,2,55.03
traditional,quarterly,State,New Hampshire,NH,1976,3,67.28
traditional,quarterly,State,New Hampshire,NH,1976,4,68.07
traditional,quarterly,State,New Hampshire,NH,1977,1,63.02
traditional,quarterly,State,New Hampshire,NH,1977,2,70.34
traditional,quarterly,State,New Hampshire,NH,1977,3,71.83
traditional,quarterly,State,New Hampshire,NH,1977,4,75.68
traditional,quarterly,State,New Hampshire,NH,1978,1,76.19
traditional,quarterly,State,New Hampshire,NH,1978,2,78.14
traditional,quarterly,State,New Hampshire,NH,1978,3,86.24
traditional,quarterly,State,New Hampshire,NH,1978,4,88.28
traditional,quarterly,State,New Hampshire,NH,1979,1,92.74
traditional,quarterly,State,New Hampshire,NH,1979,2,97.52
traditional,quarterly,State,New Hampshire,NH,1979,3,101.2
traditional,quarterly,State,New Hampshire,NH,1979,4,100.64
traditional,quarterly,State,New Hampshire,NH,1980,1,100
traditional,quarterly,State,New Hampshire,NH,1980,2,100.52
traditional,quarterly,State,New Hampshire,NH,1980,3,105.57
traditional,quarterly,State,New Hampshire,NH,1980,4,102.3
traditional,quarterly,State,New Hampshire,NH,1981,1,101.66
traditional,quarterly,State,New Hampshire,NH,1981,2,104.03
traditional,quarterly,State,New Hampshire,NH,1981,3,102.85
traditional,quarterly,State,New Hampshire,NH,1981,4,111.89
traditional,quarterly,State,New Hampshire,NH,1982,1,108.37
traditional,quarterly,State,New Hampshire,NH,1982,2,103.12
traditional,quarterly,State,New Hampshire,NH,1982,3,112.48
traditional,quarterly,State,New Hampshire,NH,1982,4,109.61
traditional,quarterly,State,New Hampshire,NH,1983,1,111.76
traditional,quarterly,State,New Hampshire,NH,1983,2,116.08
traditional,quarterly,State,New Hampshire,NH,1983,3,119.55
traditional,quarterly,State,New Hampshire,NH,1983,4,121.5
traditional,quarterly,State,New Hampshire,NH,1984,1,126.19
traditional,quarterly,State,New Hampshire,NH,1984,2,131.59
traditional,quarterly,State,New Hampshire,NH,1984,3,137.36
traditional,quarterly,State,New Hampshire,NH,1984,4,141.62
traditional,quarterly,State,New Hampshire,NH,1985,1,146.23
traditional,quarterly,State,New Hampshire,NH,1985,2,156.89
traditional,quarterly,State,New Hampshire,NH,1985,3,164.78
traditional,quarterly,State,New Hampshire,NH,1985,4,174.97
traditional,quarterly,State,New Hampshire,NH,1986,1,183.48
traditional,quarterly,State,New Hampshire,NH,1986,2,192.15
traditional,quarterly,State,New Hampshire,NH,1986,3,201.27
traditional,quarterly,State,New Hampshire,NH,1986,4,212.49
traditional,quarterly,State,New Hampshire,NH,1987,1,218.01
traditional,quarterly,State,New Hampshire,NH,1987,2,227.27
traditional,quarterly,State,New Hampshire,NH,1987,3,229.64
traditional,quarterly,State,New Hampshire,NH,1987,4,233.63
traditional,quarterly,State,New Hampshire,NH,1988,1,233.13
traditional,quarterly,State,New Hampshire,NH,1988,2,236.13
traditional,quarterly,State,New Hampshire,NH,1988,3,235.77
traditional,quarterly,State,New Hampshire,NH,1988,4,235.62
traditional,quarterly,State,New Hampshire,NH,1989,1,236.21
traditional,quarterly,State,New Hampshire,NH,1989,2,232.76
traditional,quarterly,State,New Hampshire,NH,1989,3,236.65
traditional,quarterly,State,New Hampshire,NH,1989,4,236.9
traditional,quarterly,State,New Hampshire,NH,1990,1,232.3
traditional,quarterly,State,New Hampshire,NH,1990,2,222.5
traditional,quarterly,State,New Hampshire,NH,1990,3,217.54
traditional,quarterly,State,New Hampshire,NH,1990,4,210.06
traditional,quarterly,State,New Hampshire,NH,1991,1,207.38
traditional,quarterly,State,New Hampshire,NH,1991,2,204.01
traditional,quarterly,State,New Hampshire,NH,1991,3,199.51
traditional,quarterly,State,New Hampshire,NH,1991,4,200.33
traditional,quarterly,State,New Hampshire,NH,1992,1,200.26
traditional,quarterly,State,New Hampshire,NH,1992,2,195.76
traditional,quarterly,State,New Hampshire,NH,1992,3,194.98
traditional,quarterly,State,New Hampshire,NH,1992,4,195.01
traditional,quarterly,State,New Hampshire,NH,1993,1,193.43
traditional,quarterly,State,New Hampshire,NH,1993,2,195.45
traditional,quarterly,State,New Hampshire,NH,1993,3,195.87
traditional,quarterly,State,New Hampshire,NH,1993,4,196.37
traditional,quarterly,State,New Hampshire,NH,1994,1,196.86
traditional,quarterly,State,New Hampshire,NH,1994,2,193.46
traditional,quarterly,State,New Hampshire,NH,1994,3,190.78
traditional,quarterly,State,New Hampshire,NH,1994,4,190.24
traditional,quarterly,State,New Hampshire,NH,1995,1,190.85
traditional,quarterly,State,New Hampshire,NH,1995,2,193.3
traditional,quarterly,State,New Hampshire,NH,1995,3,197.28
traditional,quarterly,State,New Hampshire,NH,1995,4,199.93
traditional,quarterly,State,New Hampshire,NH,1996,1,200.86
traditional,quarterly,State,New Hampshire,NH,1996,2,200.3
traditional,quarterly,State,New Hampshire,NH,1996,3,202.73
traditional,quarterly,State,New Hampshire,NH,1996,4,203.83
traditional,quarterly,State,New Hampshire,NH,1997,1,205.59
traditional,quarterly,State,New Hampshire,NH,1997,2,208.21
traditional,quarterly,State,New Hampshire,NH,1997,3,210.65
traditional,quarterly,State,New Hampshire,NH,1997,4,213.92
traditional,quarterly,State,New Hampshire,NH,1998,1,216.95
traditional,quarterly,State,New Hampshire,NH,1998,2,221.11
traditional,quarterly,State,New Hampshire,NH,1998,3,225.24
traditional,quarterly,State,New Hampshire,NH,1998,4,228.99
traditional,quarterly,State,New Hampshire,NH,1999,1,232.37
traditional,quarterly,State,New Hampshire,NH,1999,2,239.14
traditional,quarterly,State,New Hampshire,NH,1999,3,246.62
traditional,quarterly,State,New Hampshire,NH,1999,4,251.48
traditional,quarterly,State,New Hampshire,NH,2000,1,261.37
traditional,quarterly,State,New Hampshire,NH,2000,2,270.15
traditional,quarterly,State,New Hampshire,NH,2000,3,280.13
traditional,quarterly,State,New Hampshire,NH,2000,4,287.94
traditional,quarterly,State,New Hampshire,NH,2001,1,294.47
traditional,quarterly,State,New Hampshire,NH,2001,2,304.51
traditional,quarterly,State,New Hampshire,NH,2001,3,315.08
traditional,quarterly,State,New Hampshire,NH,2001,4,320.77
traditional,quarterly,State,New Hampshire,NH,2002,1,329.51
traditional,quarterly,State,New Hampshire,NH,2002,2,341.11
traditional,quarterly,State,New Hampshire,NH,2002,3,351.69
traditional,quarterly,State,New Hampshire,NH,2002,4,359.57
traditional,quarterly,State,New Hampshire,NH,2003,1,365.22
traditional,quarterly,State,New Hampshire,NH,2003,2,370.83
traditional,quarterly,State,New Hampshire,NH,2003,3,380.44
traditional,quarterly,State,New Hampshire,NH,2003,4,395.29
traditional,quarterly,State,New Hampshire,NH,2004,1,401.14
traditional,quarterly,State,New Hampshire,NH,2004,2,411.93
traditional,quarterly,State,New Hampshire,NH,2004,3,430
traditional,quarterly,State,New Hampshire,NH,2004,4,438.46
traditional,quarterly,State,New Hampshire,NH,2005,1,449.84
traditional,quarterly,State,New Hampshire,NH,2005,2,460.64
traditional,quarterly,State,New Hampshire,NH,2005,3,471.4
traditional,quarterly,State,New Hampshire,NH,2005,4,476.59
traditional,quarterly,State,New Hampshire,NH,2006,1,480.72
traditional,quarterly,State,New Hampshire,NH,2006,2,477.94
traditional,quarterly,State,New Hampshire,NH,2006,3,476.12
traditional,quarterly,State,New Hampshire,NH,2006,4,479.04
traditional,quarterly,State,New Hampshire,NH,2007,1,477.3
traditional,quarterly,State,New Hampshire,NH,2007,2,474.2
traditional,quarterly,State,New Hampshire,NH,2007,3,466.66
traditional,quarterly,State,New Hampshire,NH,2007,4,465.97
traditional,quarterly,State,New Hampshire,NH,2008,1,466.37
traditional,quarterly,State,New Hampshire,NH,2008,2,454.36
traditional,quarterly,State,New Hampshire,NH,2008,3,438.46
traditional,quarterly,State,New Hampshire,NH,2008,4,437.01
traditional,quarterly,State,New Hampshire,NH,2009,1,438.51
traditional,quarterly,State,New Hampshire,NH,2009,2,426
traditional,quarterly,State,New Hampshire,NH,2009,3,412.12
traditional,quarterly,State,New Hampshire,NH,2009,4,409.83
traditional,quarterly,State,New Hampshire,NH,2010,1,406.02
traditional,quarterly,State,New Hampshire,NH,2010,2,403.15
traditional,quarterly,State,New Hampshire,NH,2010,3,407.87
traditional,quarterly,State,New Hampshire,NH,2010,4,405.6
traditional,quarterly,State,New Hampshire,NH,2011,1,396.03
traditional,quarterly,State,New Hampshire,NH,2011,2,389.14
traditional,quarterly,State,New Hampshire,NH,2011,3,391.89
traditional,quarterly,State,New Hampshire,NH,2011,4,393.7
traditional,quarterly,State,New Hampshire,NH,2012,1,388.04
traditional,quarterly,State,New Hampshire,NH,2012,2,385.28
traditional,quarterly,State,New Hampshire,NH,2012,3,387.18
traditional,quarterly,State,New Hampshire,NH,2012,4,388.79
traditional,quarterly,State,New Hampshire,NH,2013,1,387.93
traditional,quarterly,State,New Hampshire,NH,2013,2,388.67
traditional,quarterly,State,New Hampshire,NH,2013,3,393.69
traditional,quarterly,State,New Hampshire,NH,2013,4,394.42
traditional,quarterly,State,New Hampshire,NH,2014,1,398.66
traditional,quarterly,State,New Hampshire,NH,2014,2,402.19
traditional,quarterly,State,New Hampshire,NH,2014,3,408.44
traditional,quarterly,State,New Hampshire,NH,2014,4,411.42
traditional,quarterly,State,New Hampshire,NH,2015,1,413.39
traditional,quarterly,State,New Hampshire,NH,2015,2,420.34
traditional,quarterly,State,New Hampshire,NH,2015,3,426.48
traditional,quarterly,State,New Hampshire,NH,2015,4,426.25
traditional,quarterly,State,New Jersey,NJ,1975,1,64.22
traditional,quarterly,State,New Jersey,NJ,1975,2,60.15
traditional,quarterly,State,New Jersey,NJ,1975,3,60.38
traditional,quarterly,State,New Jersey,NJ,1975,4,63.34
traditional,quarterly,State,New Jersey,NJ,1976,1,62.31
traditional,quarterly,State,New Jersey,NJ,1976,2,63.6
traditional,quarterly,State,New Jersey,NJ,1976,3,66.15
traditional,quarterly,State,New Jersey,NJ,1976,4,62.03
traditional,quarterly,State,New Jersey,NJ,1977,1,65.01
traditional,quarterly,State,New Jersey,NJ,1977,2,65.67
traditional,quarterly,State,New Jersey,NJ,1977,3,67.03
traditional,quarterly,State,New Jersey,NJ,1977,4,69.78
traditional,quarterly,State,New Jersey,NJ,1978,1,71.4
traditional,quarterly,State,New Jersey,NJ,1978,2,73.11
traditional,quarterly,State,New Jersey,NJ,1978,3,76.14
traditional,quarterly,State,New Jersey,NJ,1978,4,79.39
traditional,quarterly,State,New Jersey,NJ,1979,1,84.94
traditional,quarterly,State,New Jersey,NJ,1979,2,87.11
traditional,quarterly,State,New Jersey,NJ,1979,3,91.62
