hpi_type,frequency,level,place_name,place_id,yr,period,index_nsa,,
traditional,quarterly,State,Georgia,GA,1996,1,116.25,,
traditional,quarterly,State,Georgia,GA,1996,2,118.16,,
traditional,quarterly,State,Georgia,GA,1996,3,118.96,,
traditional,quarterly,State,Georgia,GA,1996,4,119.49,,
traditional,quarterly,State,Georgia,GA,1997,1,120.57,,
traditional,quarterly,State,Georgia,GA,1997,2,122.5,,
traditional,quarterly,State,Georgia,GA,1997,3,123.57,,
traditional,quarterly,State,Georgia,GA,1997,4,124.69,,
traditional,quarterly,State,Georgia,GA,1998,1,126.08,,
traditional,quarterly,State,Georgia,GA,1998,2,128.15,,
traditional,quarterly,State,Georgia,GA,1998,3,130.06,,
traditional,quarterly,State,Georgia,GA,1998,4,131.66,,
traditional,quarterly,State,Georgia,GA,1999,1,133.53,,
traditional,quarterly,State,Georgia,GA,1999,2,136.55,,
traditional,quarterly,State,Georgia,GA,1999,3,138.89,,
traditional,quarterly,State,Georgia,GA,1999,4,141.13,,
traditional,quarterly,State,Georgia,GA,2000,1,143.1,,
traditional,quarterly,State,Georgia,GA,2000,2,146.18,,
traditional,quarterly,State,Georgia,GA,2000,3,147.75,,
traditional,quarterly,State,Georgia,GA,2000,4,149.56,,
traditional,quarterly,State,Georgia,GA,2001,1,151.42,,
traditional,quarterly,State,Georgia,GA,2001,2,154.09,,
traditional,quarterly,State,Georgia,GA,2001,3,155.53,,
traditional,quarterly,State,Georgia,GA,2001,4,157.55,,
traditional,quarterly,State,Georgia,GA,2002,1,158.78,,
traditional,quarterly,State,Georgia,GA,2002,2,161.08,,
traditional,quarterly,State,Georgia,GA,2002,3,162.3,,
traditional,quarterly,State,Georgia,GA,2002,4,163.96,,
traditional,quarterly,State,Georgia,GA,2003,1,165.1,,
traditional,quarterly,State,Georgia,GA,2003,2,166.55,,
traditional,quarterly,State,Georgia,GA,2003,3,168.73,,
traditional,quarterly,State,Georgia,GA,2003,4,169.48,,
traditional,quarterly,State,Georgia,GA,2004,1,171.13,,
traditional,quarterly,State,Georgia,GA,2004,2,173.31,,
traditional,quarterly,State,Georgia,GA,2004,3,175.62,,
traditional,quarterly,State,Georgia,GA,2004,4,177.5,,
traditional,quarterly,State,Georgia,GA,2005,1,181.09,,
traditional,quarterly,State,Georgia,GA,2005,2,183.03,,
traditional,quarterly,State,Georgia,GA,2005,3,186.59,,
traditional,quarterly,State,Georgia,GA,2005,4,188.89,,
traditional,quarterly,State,Georgia,GA,2006,1,188.22,,
traditional,quarterly,State,Georgia,GA,2006,2,190.44,,
traditional,quarterly,State,Georgia,GA,2006,3,190.72,,
traditional,quarterly,State,Georgia,GA,2006,4,191.88,,
traditional,quarterly,State,Georgia,GA,2007,1,190.96,,
traditional,quarterly,State,Georgia,GA,2007,2,190.34,,
traditional,quarterly,State,Georgia,GA,2007,3,187.92,,
traditional,quarterly,State,Georgia,GA,2007,4,184.21,,
traditional,quarterly,State,Georgia,GA,2008,1,180.58,,
traditional,quarterly,State,Georgia,GA,2008,2,177.77,,
traditional,quarterly,State,Georgia,GA,2008,3,172.79,,
traditional,quarterly,State,Georgia,GA,2008,4,164.33,,
traditional,quarterly,State,Georgia,GA,2009,1,158.5,,
traditional,quarterly,State,Georgia,GA,2009,2,156.83,,
traditional,quarterly,State,Georgia,GA,2009,3,154.95,,
traditional,quarterly,State,Georgia,GA,2009,4,152.89,,
traditional,quarterly,State,Georgia,GA,2010,1,149.41,,
traditional,quarterly,State,Georgia,GA,2010,2,149.52,,
traditional,quarterly,State,Georgia,GA,2010,3,144.69,,
traditional,quarterly,State,Georgia,GA,2010,4,139.9,,
traditional,quarterly,State,Georgia,GA,2011,1,135.53,,
traditional,quarterly,State,Georgia,GA,2011,2,133.27,,
traditional,quarterly,State,Georgia,GA,2011,3,131.47,,
traditional,quarterly,State,Georgia,GA,2011,4,129.42,,
traditional,quarterly,State,Georgia,GA,2012,1,128.66,,
traditional,quarterly,State,Georgia,GA,2012,2,131.86,,
traditional,quarterly,State,Georgia,GA,2012,3,133.58,,
traditional,quarterly,State,Georgia,GA,2012,4,137.25,,
traditional,quarterly,State,Georgia,GA,2013,1,138.41,,
traditional,quarterly,State,Georgia,GA,2013,2,145.8,,
traditional,quarterly,State,Georgia,GA,2013,3,149.85,,
traditional,quarterly,State,Georgia,GA,2013,4,151.34,,
traditional,quarterly,State,Georgia,GA,2014,1,150.87,,
traditional,quarterly,State,Georgia,GA,2014,2,157.24,,
traditional,quarterly,State,Georgia,GA,2014,3,161.63,,
traditional,quarterly,State,Georgia,GA,2014,4,162.79,,
traditional,quarterly,State,Georgia,GA,2015,1,164.46,,
traditional,quarterly,State,Georgia,GA,2015,2,172.03,,
traditional,quarterly,State,Georgia,GA,2015,3,174.19,,
traditional,quarterly,State,Georgia,GA,2015,4,173.68,,
traditional,quarterly,State,Hawaii,HI,1991,1,100,,
traditional,quarterly,State,Hawaii,HI,1991,2,104.61,,
traditional,quarterly,State,Hawaii,HI,1991,3,104.11,,
traditional,quarterly,State,Hawaii,HI,1991,4,103.17,,
traditional,quarterly,State,Hawaii,HI,1992,1,104.75,,
traditional,quarterly,State,Hawaii,HI,1992,2,100.85,,
traditional,quarterly,State,Hawaii,HI,1992,3,105.35,,
traditional,quarterly,State,Hawaii,HI,1992,4,104.17,,
traditional,quarterly,State,Hawaii,HI,1993,1,101.66,,
traditional,quarterly,State,Hawaii,HI,1993,2,106.7,,
traditional,quarterly,State,Hawaii,HI,1993,3,105.79,,
traditional,quarterly,State,Hawaii,HI,1993,4,105.73,,
traditional,quarterly,State,Hawaii,HI,1994,1,105.03,,
traditional,quarterly,State,Hawaii,HI,1994,2,103.36,,
traditional,quarterly,State,Hawaii,HI,1994,3,101.27,,
traditional,quarterly,State,Hawaii,HI,1994,4,101.96,,
traditional,quarterly,State,Hawaii,HI,1995,1,102.13,,
traditional,quarterly,State,Hawaii,HI,1995,2,102.36,,
traditional,quarterly,State,Hawaii,HI,1995,3,103.96,,
traditional,quarterly,State,Hawaii,HI,1995,4,102.21,,
traditional,quarterly,State,Hawaii,HI,1996,1,95.61,,
traditional,quarterly,State,Hawaii,HI,1996,2,99.32,,
traditional,quarterly,State,Hawaii,HI,1996,3,96.59,,
traditional,quarterly,State,Hawaii,HI,1996,4,96.26,,
traditional,quarterly,State,Hawaii,HI,1997,1,96.37,,
traditional,quarterly,State,Hawaii,HI,1997,2,94.05,,
traditional,quarterly,State,Hawaii,HI,1997,3,95.34,,
traditional,quarterly,State,Hawaii,HI,1997,4,95.64,,
traditional,quarterly,State,Hawaii,HI,1998,1,92.32,,
traditional,quarterly,State,Hawaii,HI,1998,2,93.23,,
traditional,quarterly,State,Hawaii,HI,1998,3,92.28,,
traditional,quarterly,State,Hawaii,HI,1998,4,93.04,,
traditional,quarterly,State,Hawaii,HI,1999,1,94.36,,
traditional,quarterly,State,Hawaii,HI,1999,2,94.43,,
traditional,quarterly,State,Hawaii,HI,1999,3,95.78,,
traditional,quarterly,State,Hawaii,HI,1999,4,96.87,,
traditional,quarterly,State,Hawaii,HI,2000,1,99.72,,
traditional,quarterly,State,Hawaii,HI,2000,2,102.1,,
traditional,quarterly,State,Hawaii,HI,2000,3,103.46,,
traditional,quarterly,State,Hawaii,HI,2000,4,105.29,,
traditional,quarterly,State,Hawaii,HI,2001,1,107.81,,
traditional,quarterly,State,Hawaii,HI,2001,2,110.54,,
traditional,quarterly,State,Hawaii,HI,2001,3,113.2,,
traditional,quarterly,State,Hawaii,HI,2001,4,114.23,,
traditional,quarterly,State,Hawaii,HI,2002,1,115.51,,
traditional,quarterly,State,Hawaii,HI,2002,2,121.88,,
traditional,quarterly,State,Hawaii,HI,2002,3,127.11,,
traditional,quarterly,State,Hawaii,HI,2002,4,128.7,,
traditional,quarterly,State,Hawaii,HI,2003,1,133.86,,
traditional,quarterly,State,Hawaii,HI,2003,2,138.73,,
traditional,quarterly,State,Hawaii,HI,2003,3,147.5,,
traditional,quarterly,State,Hawaii,HI,2003,4,156.93,,
traditional,quarterly,State,Hawaii,HI,2004,1,164.31,,
traditional,quarterly,State,Hawaii,HI,2004,2,175.73,,
traditional,quarterly,State,Hawaii,HI,2004,3,188.62,,
traditional,quarterly,State,Hawaii,HI,2004,4,194.9,,
traditional,quarterly,State,Hawaii,HI,2005,1,205.74,,
traditional,quarterly,State,Hawaii,HI,2005,2,220.27,,
traditional,quarterly,State,Hawaii,HI,2005,3,232.36,,
traditional,quarterly,State,Hawaii,HI,2005,4,235.04,,
traditional,quarterly,State,Hawaii,HI,2006,1,245.37,,
traditional,quarterly,State,Hawaii,HI,2006,2,249.08,,
traditional,quarterly,State,Hawaii,HI,2006,3,252.02,,
traditional,quarterly,State,Hawaii,HI,2006,4,251.76,,
traditional,quarterly,State,Hawaii,HI,2007,1,254.92,,
traditional,quarterly,State,Hawaii,HI,2007,2,253.11,,
traditional,quarterly,State,Hawaii,HI,2007,3,250.74,,
traditional,quarterly,State,Hawaii,HI,2007,4,243.84,,
traditional,quarterly,State,Hawaii,HI,2008,1,237.62,,
traditional,quarterly,State,Hawaii,HI,2008,2,235.53,,
traditional,quarterly,State,Hawaii,HI,2008,3,229.83,,
traditional,quarterly,State,Hawaii,HI,2008,4,224.01,,
traditional,quarterly,State,Hawaii,HI,2009,1,217.03,,
traditional,quarterly,State,Hawaii,HI,2009,2,211.37,,
traditional,quarterly,State,Hawaii,HI,2009,3,211.96,,
traditional,quarterly,State,Hawaii,HI,2009,4,214.02,,
traditional,quarterly,State,Hawaii,HI,2010,1,213.66,,
traditional,quarterly,State,Hawaii,HI,2010,2,208.65,,
traditional,quarterly,State,Hawaii,HI,2010,3,206.02,,
traditional,quarterly,State,Hawaii,HI,2010,4,207.1,,
traditional,quarterly,State,Hawaii,HI,2011,1,201.84,,
traditional,quarterly,State,Hawaii,HI,2011,2,197.62,,
traditional,quarterly,State,Hawaii,HI,2011,3,201.23,,
traditional,quarterly,State,Hawaii,HI,2011,4,201.62,,
traditional,quarterly,State,Hawaii,HI,2012,1,203.99,,
traditional,quarterly,State,Hawaii,HI,2012,2,211.99,,
traditional,quarterly,State,Hawaii,HI,2012,3,216.76,,
traditional,quarterly,State,Hawaii,HI,2012,4,218.56,,
traditional,quarterly,State,Hawaii,HI,2013,1,221.35,,
traditional,quarterly,State,Hawaii,HI,2013,2,230.59,,
traditional,quarterly,State,Hawaii,HI,2013,3,238.5,,
traditional,quarterly,State,Hawaii,HI,2013,4,242.84,,
traditional,quarterly,State,Hawaii,HI,2014,1,245.55,,
traditional,quarterly,State,Hawaii,HI,2014,2,252.47,,
traditional,quarterly,State,Hawaii,HI,2014,3,257.52,,
traditional,quarterly,State,Hawaii,HI,2014,4,259.12,,
traditional,quarterly,State,Hawaii,HI,2015,1,263.15,,
traditional,quarterly,State,Hawaii,HI,2015,2,273.6,,
traditional,quarterly,State,Hawaii,HI,2015,3,272.94,,
traditional,quarterly,State,Hawaii,HI,2015,4,275.56,,
traditional,quarterly,State,Iowa,IA,1991,1,100,,
traditional,quarterly,State,Iowa,IA,1991,2,100.62,,
traditional,quarterly,State,Iowa,IA,1991,3,102.36,,
traditional,quarterly,State,Iowa,IA,1991,4,102.94,,
traditional,quarterly,State,Iowa,IA,1992,1,103.49,,
traditional,quarterly,State,Iowa,IA,1992,2,106.11,,
traditional,quarterly,State,Iowa,IA,1992,3,107.85,,
traditional,quarterly,State,Iowa,IA,1992,4,108.6,,
traditional,quarterly,State,Iowa,IA,1993,1,109.41,,
traditional,quarterly,State,Iowa,IA,1993,2,111.86,,
traditional,quarterly,State,Iowa,IA,1993,3,114.76,,
traditional,quarterly,State,Iowa,IA,1993,4,116.68,,
traditional,quarterly,State,Iowa,IA,1994,1,116.31,,
traditional,quarterly,State,Iowa,IA,1994,2,119.76,,
traditional,quarterly,State,Iowa,IA,1994,3,121.68,,
traditional,quarterly,State,Iowa,IA,1994,4,121.47,,
traditional,quarterly,State,Iowa,IA,1995,1,121.11,,
traditional,quarterly,State,Iowa,IA,1995,2,124.64,,
traditional,quarterly,State,Iowa,IA,1995,3,128.44,,
traditional,quarterly,State,Iowa,IA,1995,4,128.26,,
traditional,quarterly,State,Iowa,IA,1996,1,126.3,,
traditional,quarterly,State,Iowa,IA,1996,2,127.82,,
traditional,quarterly,State,Iowa,IA,1996,3,132.01,,
traditional,quarterly,State,Iowa,IA,1996,4,134.35,,
traditional,quarterly,State,Iowa,IA,1997,1,135.39,,
traditional,quarterly,State,Iowa,IA,1997,2,138.22,,
traditional,quarterly,State,Iowa,IA,1997,3,139.86,,
traditional,quarterly,State,Iowa,IA,1997,4,140.58,,
traditional,quarterly,State,Iowa,IA,1998,1,142.22,,
traditional,quarterly,State,Iowa,IA,1998,2,145.56,,
traditional,quarterly,State,Iowa,IA,1998,3,146.88,,
traditional,quarterly,State,Iowa,IA,1998,4,149.92,,
traditional,quarterly,State,Iowa,IA,1999,1,150.52,,
traditional,quarterly,State,Iowa,IA,1999,2,154.49,,
traditional,quarterly,State,Iowa,IA,1999,3,156.32,,
traditional,quarterly,State,Iowa,IA,1999,4,157.4,,
traditional,quarterly,State,Iowa,IA,2000,1,158.19,,
traditional,quarterly,State,Iowa,IA,2000,2,162.19,,
traditional,quarterly,State,Iowa,IA,2000,3,164.7,,
traditional,quarterly,State,Iowa,IA,2000,4,164.14,,
traditional,quarterly,State,Iowa,IA,2001,1,165.37,,
traditional,quarterly,State,Iowa,IA,2001,2,168.66,,
traditional,quarterly,State,Iowa,IA,2001,3,169.98,,
traditional,quarterly,State,Iowa,IA,2001,4,170.61,,
traditional,quarterly,State,Iowa,IA,2002,1,170.32,,
traditional,quarterly,State,Iowa,IA,2002,2,174.51,,
traditional,quarterly,State,Iowa,IA,2002,3,176.63,,
traditional,quarterly,State,Iowa,IA,2002,4,177.62,,
traditional,quarterly,State,Iowa,IA,2003,1,178.36,,
traditional,quarterly,State,Iowa,IA,2003,2,181.39,,
traditional,quarterly,State,Iowa,IA,2003,3,183.4,,
traditional,quarterly,State,Iowa,IA,2003,4,183.52,,
traditional,quarterly,State,Iowa,IA,2004,1,184.01,,
traditional,quarterly,State,Iowa,IA,2004,2,189.98,,
traditional,quarterly,State,Iowa,IA,2004,3,191.43,,
traditional,quarterly,State,Iowa,IA,2004,4,193.55,,
traditional,quarterly,State,Iowa,IA,2005,1,193.51,,
traditional,quarterly,State,Iowa,IA,2005,2,198.46,,
traditional,quarterly,State,Iowa,IA,2005,3,199.91,,
traditional,quarterly,State,Iowa,IA,2005,4,199.99,,
traditional,quarterly,State,Iowa,IA,2006,1,202.03,,
traditional,quarterly,State,Iowa,IA,2006,2,205.31,,
traditional,quarterly,State,Iowa,IA,2006,3,205.81,,
traditional,quarterly,State,Iowa,IA,2006,4,204.74,,
traditional,quarterly,State,Iowa,IA,2007,1,204.85,,
traditional,quarterly,State,Iowa,IA,2007,2,208.26,,
traditional,quarterly,State,Iowa,IA,2007,3,210.62,,
traditional,quarterly,State,Iowa,IA,2007,4,206.42,,
traditional,quarterly,State,Iowa,IA,2008,1,203.58,,
traditional,quarterly,State,Iowa,IA,2008,2,207.51,,
traditional,quarterly,State,Iowa,IA,2008,3,208,,
traditional,quarterly,State,Iowa,IA,2008,4,205.98,,
traditional,quarterly,State,Iowa,IA,2009,1,199.66,,
traditional,quarterly,State,Iowa,IA,2009,2,204.42,,
traditional,quarterly,State,Iowa,IA,2009,3,207.54,,
traditional,quarterly,State,Iowa,IA,2009,4,205.77,,
traditional,quarterly,State,Iowa,IA,2010,1,201.44,,
traditional,quarterly,State,Iowa,IA,2010,2,207.37,,
traditional,quarterly,State,Iowa,IA,2010,3,202.78,,
traditional,quarterly,State,Iowa,IA,2010,4,202.84,,
traditional,quarterly,State,Iowa,IA,2011,1,197.1,,
traditional,quarterly,State,Iowa,IA,2011,2,201.35,,
traditional,quarterly,State,Iowa,IA,2011,3,203.15,,
traditional,quarterly,State,Iowa,IA,2011,4,200.85,,
traditional,quarterly,State,Iowa,IA,2012,1,202.28,,
traditional,quarterly,State,Iowa,IA,2012,2,205.19,,
traditional,quarterly,State,Iowa,IA,2012,3,207.76,,
traditional,quarterly,State,Iowa,IA,2012,4,206.64,,
traditional,quarterly,State,Iowa,IA,2013,1,206.51,,
traditional,quarterly,State,Iowa,IA,2013,2,213.5,,
traditional,quarterly,State,Iowa,IA,2013,3,215.15,,
traditional,quarterly,State,Iowa,IA,2013,4,213.38,,
traditional,quarterly,State,Iowa,IA,2014,1,211.91,,
traditional,quarterly,State,Iowa,IA,2014,2,218.05,,
traditional,quarterly,State,Iowa,IA,2014,3,221.51,,
traditional,quarterly,State,Iowa,IA,2014,4,217.9,,
traditional,quarterly,State,Iowa,IA,2015,1,220.82,,
traditional,quarterly,State,Iowa,IA,2015,2,226.67,,
traditional,quarterly,State,Iowa,IA,2015,3,229.45,,
traditional,quarterly,State,Iowa,IA,2015,4,228.73,,
traditional,quarterly,State,Idaho,ID,1991,1,100,,
traditional,quarterly,State,Idaho,ID,1991,2,101.49,,
traditional,quarterly,State,Idaho,ID,1991,3,103.46,,
traditional,quarterly,State,Idaho,ID,1991,4,105.87,,
traditional,quarterly,State,Idaho,ID,1992,1,104.94,,
traditional,quarterly,State,Idaho,ID,1992,2,107.95,,
traditional,quarterly,State,Idaho,ID,1992,3,110.39,,
traditional,quarterly,State,Idaho,ID,1992,4,113.28,,
traditional,quarterly,State,Idaho,ID,1993,1,114.68,,
traditional,quarterly,State,Idaho,ID,1993,2,118.53,,
traditional,quarterly,State,Idaho,ID,1993,3,123.18,,
traditional,quarterly,State,Idaho,ID,1993,4,126.01,,
traditional,quarterly,State,Idaho,ID,1994,1,127.5,,
traditional,quarterly,State,Idaho,ID,1994,2,131.67,,
traditional,quarterly,State,Idaho,ID,1994,3,134.08,,
traditional,quarterly,State,Idaho,ID,1994,4,134.98,,
traditional,quarterly,State,Idaho,ID,1995,1,136.05,,
traditional,quarterly,State,Idaho,ID,1995,2,139.14,,
traditional,quarterly,State,Idaho,ID,1995,3,139.89,,
traditional,quarterly,State,Idaho,ID,1995,4,140.03,,
traditional,quarterly,State,Idaho,ID,1996,1,140.16,,
traditional,quarterly,State,Idaho,ID,1996,2,142.57,,
traditional,quarterly,State,Idaho,ID,1996,3,143.19,,
traditional,quarterly,State,Idaho,ID,1996,4,143.25,,
traditional,quarterly,State,Idaho,ID,1997,1,143.35,,
traditional,quarterly,State,Idaho,ID,1997,2,144.75,,
traditional,quarterly,State,Idaho,ID,1997,3,146.74,,
traditional,quarterly,State,Idaho,ID,1997,4,145.91,,
traditional,quarterly,State,Idaho,ID,1998,1,145.74,,
traditional,quarterly,State,Idaho,ID,1998,2,147.47,,
traditional,quarterly,State,Idaho,ID,1998,3,148.45,,
traditional,quarterly,State,Idaho,ID,1998,4,148.88,,
traditional,quarterly,State,Idaho,ID,1999,1,150.18,,
traditional,quarterly,State,Idaho,ID,1999,2,153.17,,
traditional,quarterly,State,Idaho,ID,1999,3,152.53,,
traditional,quarterly,State,Idaho,ID,1999,4,153.95,,
traditional,quarterly,State,Idaho,ID,2000,1,154.25,,
traditional,quarterly,State,Idaho,ID,2000,2,156.41,,
traditional,quarterly,State,Idaho,ID,2000,3,156.59,,
traditional,quarterly,State,Idaho,ID,2000,4,158.01,,
traditional,quarterly,State,Idaho,ID,2001,1,160.83,,
traditional,quarterly,State,Idaho,ID,2001,2,162.03,,
traditional,quarterly,State,Idaho,ID,2001,3,164.13,,
traditional,quarterly,State,Idaho,ID,2001,4,162.81,,
traditional,quarterly,State,Idaho,ID,2002,1,163.05,,
traditional,quarterly,State,Idaho,ID,2002,2,166.48,,
traditional,quarterly,State,Idaho,ID,2002,3,167.48,,
traditional,quarterly,State,Idaho,ID,2002,4,167.28,,
traditional,quarterly,State,Idaho,ID,2003,1,169.97,,
traditional,quarterly,State,Idaho,ID,2003,2,171.95,,
traditional,quarterly,State,Idaho,ID,2003,3,176.39,,
traditional,quarterly,State,Idaho,ID,2003,4,176.38,,
traditional,quarterly,State,Idaho,ID,2004,1,178.01,,
traditional,quarterly,State,Idaho,ID,2004,2,186.78,,
traditional,quarterly,State,Idaho,ID,2004,3,191.84,,
traditional,quarterly,State,Idaho,ID,2004,4,193.6,,
traditional,quarterly,State,Idaho,ID,2005,1,200.66,,
traditional,quarterly,State,Idaho,ID,2005,2,209.2,,
traditional,quarterly,State,Idaho,ID,2005,3,220.23,,
traditional,quarterly,State,Idaho,ID,2005,4,228.13,,
traditional,quarterly,State,Idaho,ID,2006,1,238.72,,
traditional,quarterly,State,Idaho,ID,2006,2,249.58,,
traditional,quarterly,State,Idaho,ID,2006,3,254.32,,
traditional,quarterly,State,Idaho,ID,2006,4,257.1,,
traditional,quarterly,State,Idaho,ID,2007,1,261.02,,
traditional,quarterly,State,Idaho,ID,2007,2,267.45,,
traditional,quarterly,State,Idaho,ID,2007,3,265.18,,
traditional,quarterly,State,Idaho,ID,2007,4,261.07,,
traditional,quarterly,State,Idaho,ID,2008,1,260.53,,
traditional,quarterly,State,Idaho,ID,2008,2,255.91,,
traditional,quarterly,State,Idaho,ID,2008,3,252.45,,
traditional,quarterly,State,Idaho,ID,2008,4,235.09,,
traditional,quarterly,State,Idaho,ID,2009,1,226.55,,
traditional,quarterly,State,Idaho,ID,2009,2,228.33,,
traditional,quarterly,State,Idaho,ID,2009,3,220.79,,
traditional,quarterly,State,Idaho,ID,2009,4,211.72,,
traditional,quarterly,State,Idaho,ID,2010,1,199.45,,
traditional,quarterly,State,Idaho,ID,2010,2,201.45,,
traditional,quarterly,State,Idaho,ID,2010,3,191.54,,
traditional,quarterly,State,Idaho,ID,2010,4,183.61,,
traditional,quarterly,State,Idaho,ID,2011,1,173.06,,
traditional,quarterly,State,Idaho,ID,2011,2,174.2,,
traditional,quarterly,State,Idaho,ID,2011,3,178.21,,
traditional,quarterly,State,Idaho,ID,2011,4,175.37,,
traditional,quarterly,State,Idaho,ID,2012,1,176.55,,
traditional,quarterly,State,Idaho,ID,2012,2,190.05,,
traditional,quarterly,State,Idaho,ID,2012,3,196.72,,
traditional,quarterly,State,Idaho,ID,2012,4,197.02,,
traditional,quarterly,State,Idaho,ID,2013,1,200.52,,
traditional,quarterly,State,Idaho,ID,2013,2,213.31,,
traditional,quarterly,State,Idaho,ID,2013,3,220.94,,
traditional,quarterly,State,Idaho,ID,2013,4,218.38,,
traditional,quarterly,State,Idaho,ID,2014,1,220.51,,
traditional,quarterly,State,Idaho,ID,2014,2,227.14,,
traditional,quarterly,State,Idaho,ID,2014,3,230.1,,
traditional,quarterly,State,Idaho,ID,2014,4,231.67,,
traditional,quarterly,State,Idaho,ID,2015,1,230.86,,
traditional,quarterly,State,Idaho,ID,2015,2,243.23,,
traditional,quarterly,State,Idaho,ID,2015,3,247.95,,
traditional,quarterly,State,Idaho,ID,2015,4,252.45,,
traditional,quarterly,State,Illinois,IL,1991,1,100,,
traditional,quarterly,State,Illinois,IL,1991,2,101.13,,
traditional,quarterly,State,Illinois,IL,1991,3,102.23,,
traditional,quarterly,State,Illinois,IL,1991,4,102.79,,
traditional,quarterly,State,Illinois,IL,1992,1,103.93,,
traditional,quarterly,State,Illinois,IL,1992,2,105.45,,
traditional,quarterly,State,Illinois,IL,1992,3,106.38,,
traditional,quarterly,State,Illinois,IL,1992,4,107.33,,
traditional,quarterly,State,Illinois,IL,1993,1,107.3,,
traditional,quarterly,State,Illinois,IL,1993,2,109.45,,
traditional,quarterly,State,Illinois,IL,1993,3,111.23,,
traditional,quarterly,State,Illinois,IL,1993,4,111.87,,
traditional,quarterly,State,Illinois,IL,1994,1,113.45,,
traditional,quarterly,State,Illinois,IL,1994,2,115.44,,
traditional,quarterly,State,Illinois,IL,1994,3,116.56,,
traditional,quarterly,State,Illinois,IL,1994,4,117.06,,
traditional,quarterly,State,Illinois,IL,1995,1,117.68,,
traditional,quarterly,State,Illinois,IL,1995,2,119.63,,
traditional,quarterly,State,Illinois,IL,1995,3,120.73,,
traditional,quarterly,State,Illinois,IL,1995,4,121.33,,
traditional,quarterly,State,Illinois,IL,1996,1,121.81,,
traditional,quarterly,State,Illinois,IL,1996,2,123.96,,
traditional,quarterly,State,Illinois,IL,1996,3,124.49,,
traditional,quarterly,State,Illinois,IL,1996,4,124.71,,
traditional,quarterly,State,Illinois,IL,1997,1,124.39,,
traditional,quarterly,State,Illinois,IL,1997,2,126.59,,
traditional,quarterly,State,Illinois,IL,1997,3,127.39,,
traditional,quarterly,State,Illinois,IL,1997,4,126.7,,
traditional,quarterly,State,Illinois,IL,1998,1,127.12,,
traditional,quarterly,State,Illinois,IL,1998,2,129.26,,
traditional,quarterly,State,Illinois,IL,1998,3,130.52,,
traditional,quarterly,State,Illinois,IL,1998,4,132.12,,
traditional,quarterly,State,Illinois,IL,1999,1,132.6,,
traditional,quarterly,State,Illinois,IL,1999,2,134.7,,
traditional,quarterly,State,Illinois,IL,1999,3,137.66,,
traditional,quarterly,State,Illinois,IL,1999,4,139.19,,
traditional,quarterly,State,Illinois,IL,2000,1,140.87,,
traditional,quarterly,State,Illinois,IL,2000,2,143.44,,
traditional,quarterly,State,Illinois,IL,2000,3,145.09,,
traditional,quarterly,State,Illinois,IL,2000,4,146.89,,
traditional,quarterly,State,Illinois,IL,2001,1,148.33,,
traditional,quarterly,State,Illinois,IL,2001,2,151.83,,
traditional,quarterly,State,Illinois,IL,2001,3,154.42,,
traditional,quarterly,State,Illinois,IL,2001,4,155.64,,
traditional,quarterly,State,Illinois,IL,2002,1,156.45,,
traditional,quarterly,State,Illinois,IL,2002,2,160.69,,
traditional,quarterly,State,Illinois,IL,2002,3,163.4,,
traditional,quarterly,State,Illinois,IL,2002,4,165.02,,
traditional,quarterly,State,Illinois,IL,2003,1,167.18,,
traditional,quarterly,State,Illinois,IL,2003,2,171.47,,
traditional,quarterly,State,Illinois,IL,2003,3,173.25,,
traditional,quarterly,State,Illinois,IL,2003,4,174.94,,
traditional,quarterly,State,Illinois,IL,2004,1,176.46,,
traditional,quarterly,State,Illinois,IL,2004,2,181.52,,
traditional,quarterly,State,Illinois,IL,2004,3,184.8,,
traditional,quarterly,State,Illinois,IL,2004,4,187.57,,
traditional,quarterly,State,Illinois,IL,2005,1,190.27,,
traditional,quarterly,State,Illinois,IL,2005,2,194.94,,
traditional,quarterly,State,Illinois,IL,2005,3,198.72,,
traditional,quarterly,State,Illinois,IL,2005,4,200.65,,
traditional,quarterly,State,Illinois,IL,2006,1,202.31,,
traditional,quarterly,State,Illinois,IL,2006,2,206.69,,
traditional,quarterly,State,Illinois,IL,2006,3,208.39,,
traditional,quarterly,State,Illinois,IL,2006,4,207.56,,
traditional,quarterly,State,Illinois,IL,2007,1,207.32,,
traditional,quarterly,State,Illinois,IL,2007,2,206.29,,
traditional,quarterly,State,Illinois,IL,2007,3,203.35,,
traditional,quarterly,State,Illinois,IL,2007,4,197.54,,
traditional,quarterly,State,Illinois,IL,2008,1,190.03,,
traditional,quarterly,State,Illinois,IL,2008,2,189.18,,
traditional,quarterly,State,Illinois,IL,2008,3,184.78,,
traditional,quarterly,State,Illinois,IL,2008,4,174.98,,
traditional,quarterly,State,Illinois,IL,2009,1,165.09,,
traditional,quarterly,State,Illinois,IL,2009,2,166.06,,
traditional,quarterly,State,Illinois,IL,2009,3,165.96,,
traditional,quarterly,State,Illinois,IL,2009,4,162.38,,
traditional,quarterly,State,Illinois,IL,2010,1,155.78,,
traditional,quarterly,State,Illinois,IL,2010,2,160.69,,
traditional,quarterly,State,Illinois,IL,2010,3,156.51,,
traditional,quarterly,State,Illinois,IL,2010,4,151.53,,
traditional,quarterly,State,Illinois,IL,2011,1,144.23,,
traditional,quarterly,State,Illinois,IL,2011,2,147.09,,
